,iquitos, 4S, 73W, air_temperature, dew_point_temperature,relative_humidity, specific_humidity,Unnamed: 7
11604,2010,10,8,302.26,293.95,64.15,15.52, 
11605,2010,10,9,298.47,297.07,92.82,18.7, 
11606,2010,10,10,298.96,295.95,84.75,17.45, 
11607,2010,10,11,298.34,297.57,95.85,19.32, 
11608,2010,10,12,298.76,295.11,85,16.57, 
11609,2010,10,13,299.43,295.27,83,16.9, 
11610,2010,10,14,300.64,294.45,70.3,16.01, 
11611,2010,10,15,298.19,297.01,93.7,18.69, 
11612,2010,10,16,298.15,297.04,93.8,18.72, 
11613,2010,10,17,298.01,297.77,98.75,19.51, 
11614,2010,10,18,298.82,296.6,89.72,18.22, 
11615,2010,10,19,300.85,295.38,74.88,16.89, 
11616,2010,10,20,297.57,297.23,98.2,18.91, 
11617,2010,10,21,298.72,296.17,87.22,17.71, 
11618,2010,10,22,299.95,296.35,82.55,17.97, 
11619,2010,10,23,300.2,296.73,82.92,18.39, 
11620,2010,10,24,299.04,297.62,92.35,19.53, 
11621,2010,10,25,299.06,298.4,96.5,20.39, 
11622,2010,10,26,300.55,297.2,85.75,18.92, 
11623,2010,10,27,298.56,298.08,97.4,19.95, 
11624,2010,10,28,299.09,297.83,93.45,19.7, 
11625,2010,10,29,300.52,297.74,85.5,19.65, 
11626,2010,10,30,300.19,297.23,85.1,19.08, 
11627,2010,10,31,299.15,298.09,94.28,20.04, 
11628,2010,11,1,299.12,297.86,93,19.7, 
11629,2010,11,2,296.5,296.35,99.1,17.91, 
11630,2010,11,3,298.77,293.51,77.23,15.03, 
11631,2010,11,4,301.03,294.05,67.85,15.63, 
11632,2010,11,5,302.77,295.58,66.2,17.15, 
11633,2010,11,6,299.92,297.33,86.32,19.09, 
11634,2010,11,7,299.45,298.71,96,20.78, 
11635,2010,11,8,298.57,298.18,98,20.13, 
11636,2010,11,9,301.08,295.74,77.25,17.41, 
11637,2010,11,10,298.35,297.77,96.88,19.63, 
11638,2010,11,11,298.94,298.32,96.55,20.23, 
11639,2010,11,12,296.08,295.55,97.1,17.09, 
11640,2010,11,13,296.21,294.76,92.32,16.33, 
11641,2010,11,14,298.91,296.05,86.98,17.62, 
11642,2010,11,15,298.58,297.16,92.32,18.89, 
11643,2010,11,16,298.9,297.96,94.77,19.74, 
11644,2010,11,17,297.42,297.17,98.65,18.85, 
11645,2010,11,18,297.91,296.1,90,17.75, 
11646,2010,11,19,298.13,296.53,91.32,18.3, 
11647,2010,11,20,298.89,297.15,90.58,18.97, 
11648,2010,11,21,298.24,296.85,92.35,18.59, 
11649,2010,11,22,298,297.33,96.18,19.08, 
11650,2010,11,23,299.53,296.65,86.22,18.34, 
11651,2010,11,24,300.65,295.36,77.7,17.06, 
11652,2010,11,25,299.92,295.2,75.6,16.95, 
11653,2010,11,26,300.73,296.29,82.45,17.99, 
11654,2010,11,27,299.05,298.35,96.12,20.38, 
11655,2010,11,28,300.17,296.57,85.25,18.3, 
11656,2010,11,29,299.1,297.95,93.68,19.87, 
11657,2010,11,30,299.02,297.12,90.93,18.84, 
11658,2010,12,1,298.83,297.2,91.38,18.98, 
11659,2010,12,2,298.74,298.2,97.15,20.2, 
11660,2010,12,3,298.82,298.11,96.22,20.03, 
11661,2010,12,4,297.37,297.11,98.55,18.78, 
11662,2010,12,5,299.17,295.43,84.78,16.98, 
11663,2010,12,6,297.61,297.22,97.88,18.93, 
11664,2010,12,7,298.65,296.37,89.25,17.95, 
11665,2010,12,8,299.76,295.77,79.35,17.39, 
11666,2010,12,9,299.46,296.76,87.38,18.44, 
11667,2010,12,10,299.06,297.66,92.88,19.49, 
11668,2010,12,11,299.5,296.81,86.4,18.5, 
11669,2010,12,12,299.23,296.97,88.38,18.67, 
11670,2010,12,13,297.18,294.3,84.7,15.86, 
11671,2010,12,14,301.01,294.57,71.1,16.17, 
11672,2010,12,15,299.34,294.77,78.9,16.35, 
11673,2010,12,16,297.02,294.19,84.8,15.69, 
11674,2010,12,17,297.32,295.11,87.85,16.67, 
11675,2010,12,18,298.15,296.55,91.47,18.27, 
11676,2010,12,19,299.61,295.42,81.32,17.04, 
11677,2010,12,20,301.11,292.99,64.2,14.64, 
11678,2010,12,21,300.25,294.36,71.82,15.89, 
11679,2010,12,22,297.96,297.57,97.75,19.28, 
11680,2010,12,23,298.29,296.32,90.55,17.92, 
11681,2010,12,24,297.21,296.68,97.03,18.28, 
11682,2010,12,25,297.8,295.98,90.12,17.59, 
11683,2010,12,26,297.22,296.52,96.07,18.12, 
11684,2010,12,27,297.51,294.78,87.55,16.27, 
11685,2010,12,28,298.26,297.1,94.05,18.82, 
11686,2010,12,29,298.11,297.43,96.2,19.2, 
11687,2010,12,30,298,295.5,88.47,17.06, 
11688,2010,12,31,298,294.22,84.7,15.86, 
11689,2011,1,1,299.42,290.66,59.97,12.7, 
11690,2011,1,2,299.74,293.82,70.5,15.45, 
11691,2011,1,3,300.6,294.16,69.28,15.73, 
11692,2011,1,4,300.32,294.57,73.6,16.15, 
11693,2011,1,5,298.61,295.85,87.08,17.47, 
11694,2011,1,6,298.1,294.99,83.25,16.57, 
11695,2011,1,7,297.22,296.83,97.78,18.51, 
11696,2011,1,8,298.37,296.1,89.4,17.73, 
11697,2011,1,9,297.28,297.03,98.67,18.74, 
11698,2011,1,10,297.28,296.89,97.95,18.59, 
11699,2011,1,11,297.62,297.14,97.25,18.84, 
11700,2011,1,12,297.33,295.65,91.8,17.22, 
11701,2011,1,13,297,294.79,89.53,16.37, 
11702,2011,1,14,298.55,293.39,77.45,14.95, 
11703,2011,1,15,298.03,297.08,94.88,18.87, 
11704,2011,1,16,299.28,296.96,89.25,18.66, 
11705,2011,1,17,298.28,296.93,93.02,18.63, 
11706,2011,1,18,297.51,296.01,92.12,17.58, 
11707,2011,1,19,296.92,295.88,94.35,17.43, 
11708,2011,1,20,297.6,294.25,81.82,15.94, 
11709,2011,1,21,299.02,295.31,82.8,16.92, 
11710,2011,1,22,299.1,291.86,67.88,13.65, 
11711,2011,1,23,299.58,293.27,70.78,14.93, 
11712,2011,1,24,299.24,293.45,71.15,15.05, 
11713,2011,1,25,299.06,293.83,77.07,15.45, 
11714,2011,1,26,298.8,295.32,81.33,16.97, 
11715,2011,1,27,296.87,296.27,96.53,17.87, 
11716,2011,1,28,297.56,296.84,96.07,18.55, 
11717,2011,1,29,297.39,296.85,96.98,18.51, 
11718,2011,1,30,295.61,295.55,99.82,17.04, 
11719,2011,1,31,297.08,295.69,92.28,17.3, 
11720,2011,2,1,296.94,296.36,96.73,18.05, 
11721,2011,2,2,297.75,297.39,97.95,19.08, 
11722,2011,2,3,298,295.47,88.5,17, 
11723,2011,2,4,298.83,295.05,81.12,16.59, 
11724,2011,2,5,297.61,296.91,96.15,18.71, 
11725,2011,2,6,299.06,296.32,87.8,17.97, 
11726,2011,2,7,297.99,296.39,91.12,18.11, 
11727,2011,2,8,297.61,296.86,95.82,18.48, 
11728,2011,2,9,297.26,296.53,96.07,18.23, 
11729,2011,2,10,297.23,296.73,97.18,18.36, 
11730,2011,2,11,297.39,293.99,83.03,15.51, 
11731,2011,2,12,297.87,296.63,93.2,18.3, 
11732,2011,2,13,297.81,297.56,98.65,19.34, 
11733,2011,2,14,297.94,297.62,98.1,19.37, 
11734,2011,2,15,297.54,297.14,97.83,18.85, 
11735,2011,2,16,297.55,297,97,18.68, 
11736,2011,2,17,297.07,296.55,96.98,18.17, 
11737,2011,2,18,297.38,295.93,92.4,17.58, 
11738,2011,2,19,297.93,296.57,92.65,18.25, 
11739,2011,2,20,298.2,296.96,93.5,18.72, 
11740,2011,2,21,298.59,297.34,93.62,19.1, 
11741,2011,2,22,298.35,297.83,97.12,19.67, 
11742,2011,2,23,297.59,297.35,98.68,19.1, 
11743,2011,2,24,297.35,297.05,98.28,18.81, 
11744,2011,2,25,297.62,297.37,98.75,19.13, 
11745,2011,2,26,296.9,295.78,94.1,17.33, 
11746,2011,2,27,297.27,296.37,95.18,18.05, 
11747,2011,2,28,297.85,296.4,92.57,17.98, 
11748,2011,3,1,297.01,295.83,93.97,17.46, 
11749,2011,3,2,297.42,294.78,87.75,16.31, 
11750,2011,3,3,297.42,296.99,97.48,18.7, 
11751,2011,3,4,297.24,296.97,98.47,18.68, 
11752,2011,3,5,297.92,296.26,91.57,17.81, 
11753,2011,3,6,296.84,296.1,95.8,17.76, 
11754,2011,3,7,297.54,296.8,96.1,18.58, 
11755,2011,3,8,297.64,297,96.5,18.74, 
11756,2011,3,9,297.65,297.27,98.05,19.01, 
11757,2011,3,10,297.01,294.99,90.25,16.56, 
11758,2011,3,11,298.2,296.08,88.7,17.8, 
11759,2011,3,12,298.83,295.9,85.92,17.47, 
11760,2011,3,13,298.96,295.7,84.4,17.26, 
11761,2011,3,14,297.65,296.6,94.48,18.29, 
11762,2011,3,15,298.17,297.05,94.03,18.8, 
11763,2011,3,16,298.22,297.45,95.57,19.2, 
11764,2011,3,17,297.01,296.67,98.05,18.32, 
11765,2011,3,18,297.32,296.15,93.98,17.77, 
11766,2011,3,19,297.81,297.42,98.1,19.22, 
11767,2011,3,20,297.07,296.87,98.92,18.5, 
11768,2011,3,21,297.62,295.38,89.33,16.89, 
11769,2011,3,22,298.38,297.65,95.85,19.55, 
11770,2011,3,23,297.53,296.17,92.32,17.92, 
11771,2011,3,24,298.17,297.73,97.58,19.57, 
11772,2011,3,25,297.84,297.43,98.03,19.23, 
11773,2011,3,26,297.59,297.17,97.82,18.89, 
11774,2011,3,27,296.48,296.23,98.62,17.79, 
11775,2011,3,28,296.86,294.62,88.7,16.13, 
11776,2011,3,29,297.23,296.88,98.12,18.53, 
11777,2011,3,30,298.43,295.85,87.9,17.36, 
11778,2011,3,31,298.31,297.88,97.75,19.75, 
11779,2011,4,1,297.93,296.67,93.62,18.4, 
11780,2011,4,2,298.32,297.22,94.12,18.89, 
11781,2011,4,3,298.39,296.92,92.25,18.61, 
11782,2011,4,4,297.7,297.38,98.2,19.13, 
11783,2011,4,5,296.84,296.67,99.2,18.32, 
11784,2011,4,6,297.32,297.08,98.62,18.72, 
11785,2011,4,7,296.82,296.65,98.97,18.23, 
11786,2011,4,8,297.13,296.53,96.73,18.2, 
11787,2011,4,9,297.84,297.45,98.02,19.23, 
11788,2011,4,10,294.92,294.73,98.8,16.17, 
11789,2011,4,11,295.7,294.33,92.85,15.84, 
11790,2011,4,12,296.49,295.62,95.25,17.18, 
11791,2011,4,13,296.95,296.77,99.1,18.42, 
11792,2011,4,14,297.21,296.8,97.68,18.5, 
11793,2011,4,15,296.86,296.62,98.75,18.27, 
11794,2011,4,16,295.98,295.9,99.65,17.43, 
11795,2011,4,17,296.09,294.52,92.12,16.05, 
11796,2011,4,18,297.42,297.12,98.55,18.82, 
11797,2011,4,19,296.09,295.98,99.45,17.51, 
11798,2011,4,20,297.07,296.62,97.45,18.28, 
11799,2011,4,21,297.62,297.27,98.05,19.04, 
11800,2011,4,22,297.83,297.58,98.53,19.33, 
11801,2011,4,23,297.91,297.05,95.43,18.74, 
11802,2011,4,24,297.51,296.27,93.72,17.91, 
11803,2011,4,25,296.91,296.62,98.48,18.32, 
11804,2011,4,26,297.21,296.85,98.12,18.56, 
11805,2011,4,27,297.81,297.58,98.55,19.27, 
11806,2011,4,28,297.62,297.3,98.32,19.01, 
11807,2011,4,29,297.58,297,97.05,18.79, 
11808,2011,4,30,297.4,296.38,94.42,18.05, 
11809,2011,5,1,297.85,297.28,96.93,19.09, 
11810,2011,5,2,297.38,297.2,98.98,18.86, 
11811,2011,5,3,293.28,293,98.55,14.6, 
11812,2011,5,4,294.55,292.52,90.28,14.12, 
11813,2011,5,5,296.7,293.58,85.05,15.04, 
11814,2011,5,6,296.05,295.67,97.7,17.13, 
11815,2011,5,7,296.77,294.57,88.52,16.01, 
11816,2011,5,8,296.15,295.7,97.3,17.16, 
11817,2011,5,9,295.02,294.92,99.57,16.42, 
11818,2011,5,10,293.53,293.48,99.55,14.97, 
11819,2011,5,11,295.96,294.38,92.12,15.88, 
11820,2011,5,12,295.72,294.8,94.55,16.25, 
11821,2011,5,13,295.8,295.35,97.65,17.11, 
11822,2011,5,14,297.72,297.52,98.73,19.24, 
11823,2011,5,15,297.06,296.85,99,18.49, 
11824,2011,5,16,297.32,296.75,96.78,18.35, 
11825,2011,5,17,297.76,294.9,87.32,16.42, 
11826,2011,5,18,297.86,295.5,88.45,17.06, 
11827,2011,5,19,297.35,295.5,90.12,17.15, 
11828,2011,5,20,296.87,296.4,97.48,18.2, 
11829,2011,5,21,298.03,295.75,89.28,17.32, 
11830,2011,5,22,297.49,296.35,93.97,17.92, 
11831,2011,5,23,297.42,297.12,98.28,18.75, 
11832,2011,5,24,296.93,296.38,97.03,17.96, 
11833,2011,5,25,297.06,296.55,97.33,18.23, 
11834,2011,5,26,297.16,295.6,91.7,17.18, 
11835,2011,5,27,298.4,295.38,86.05,16.85, 
11836,2011,5,28,296.42,295.15,93.23,16.57, 
11837,2011,5,29,294.75,294.52,98.68,15.96, 
11838,2011,5,30,295.88,294.45,92.65,15.96, 
11839,2011,5,31,295.99,295.38,96.62,16.86, 
11840,2011,6,1,295.33,295.12,99.08,16.61, 
11841,2011,6,2,295.02,294.45,96.8,15.91, 
11842,2011,6,3,294.78,294.62,99.18,16.1, 
11843,2011,6,4,295.76,294.52,93.68,15.99, 
11844,2011,6,5,296.3,295.1,93.75,16.54, 
11845,2011,6,6,297.27,294,85.53,15.51, 
11846,2011,6,7,298.84,292.5,72.53,14.11, 
11847,2011,6,8,298.68,295.12,82.02,16.64, 
11848,2011,6,9,298.04,296.65,92.45,18.24, 
11849,2011,6,10,297.08,296.55,97.05,18.22, 
11850,2011,6,11,296.89,296.77,99.4,18.36, 
11851,2011,6,12,296.99,294.92,90.3,16.42, 
11852,2011,6,13,295.2,294.62,96.88,16.1, 
11853,2011,6,14,294.34,294.08,98.68,15.55, 
11854,2011,6,15,294,293.68,98.27,15.18, 
11855,2011,6,16,294.02,293.8,98.88,15.31, 
11856,2011,6,17,293.69,293.55,98.92,14.99, 
11857,2011,6,18,294.08,293.75,98.15,15.23, 
11858,2011,6,19,296.01,293.15,87.38,14.64, 
11859,2011,6,20,295.74,292.38,82.97,13.98, 
11860,2011,6,21,294.82,291.95,84.5,13.77, 
11861,2011,6,22,297.8,292.93,75.38,14.54, 
11862,2011,6,23,297.07,296.55,97.1,18.14, 
11863,2011,6,24,296.55,295.75,95.65,17.26, 
11864,2011,6,25,297.06,296.38,96.1,17.99, 
11865,2011,6,26,295.63,295.48,99.05,16.91, 
11866,2011,6,27,294.37,294.3,99.73,15.74, 
11867,2011,6,28,295.09,292.62,88.83,14.21, 
11868,2011,6,29,295.72,295.1,96.5,16.68, 
11869,2011,6,30,296.52,296.12,97.83,17.71, 
11870,2011,7,1,296.67,296.15,97.12,17.74, 
11871,2011,7,2,296.22,296.05,99.3,17.61, 
11872,2011,7,3,294.35,294.24,99.4,15.69, 
11873,2011,7,4,294.29,293.66,96.48,15.13, 
11874,2011,7,5,295.02,292.95,89.45,14.49, 
11875,2011,7,6,295.9,292.12,83.82,13.78, 
11876,2011,7,7,296.12,291.75,80,13.42, 
11877,2011,7,8,297.31,294.22,83.18,15.68, 
11878,2011,7,9,296.2,295.02,93.8,16.46, 
11879,2011,7,10,294.78,293.46,92.85,14.93, 
11880,2011,7,11,293.55,293.24,98.35,14.75, 
11881,2011,7,12,295.2,293.73,92.28,15.22, 
11882,2011,7,13,295.88,294.3,91.78,15.73, 
11883,2011,7,14,297.02,293.55,85,15.06, 
11884,2011,7,15,298.97,292.42,70.03,14.08, 
11885,2011,7,16,298.98,293.15,72.2,14.68, 
11886,2011,7,17,297.44,295.58,90.82,17.1, 
11887,2011,7,18,296.95,296.4,96.85,17.95, 
11888,2011,7,19,296.86,296.33,97,17.9, 
11889,2011,7,20,297.69,294.5,86.4,15.99, 
11890,2011,7,21,296.15,293.63,86.78,15.13, 
11891,2011,7,22,296.36,295.25,93.67,16.74, 
11892,2011,7,23,295.33,294.2,93.58,15.68, 
11893,2011,7,24,296.52,293.38,85.95,14.87, 
11894,2011,7,25,296.49,293.85,87.12,15.3, 
11895,2011,7,26,297.07,294.15,85.85,15.62, 
11896,2011,7,27,294.9,294.77,99.22,16.21, 
11897,2011,7,28,295.45,293.05,88.47,14.58, 
11898,2011,7,29,297.25,292.65,80.08,14.27, 
11899,2011,7,30,297.78,293.65,78.83,15.22, 
11900,2011,7,31,298.25,293.08,76.6,14.68, 
11901,2011,8,1,296.89,295.7,93.53,17.35, 
11902,2011,8,2,298.47,296.2,89.03,17.78, 
11903,2011,8,3,299.83,294.3,76.72,15.87, 
11904,2011,8,4,296.47,293.92,86.6,15.43, 
11905,2011,8,5,296.45,295,92.05,16.46, 
11906,2011,8,6,296.47,295.08,92.62,16.51, 
11907,2011,8,7,296.82,293.88,85.65,15.38, 
11908,2011,8,8,297.67,293.28,81.82,14.8, 
11909,2011,8,9,299.27,290.62,62.57,12.57, 
11910,2011,8,10,299.29,290.5,61.55,12.42, 
11911,2011,8,11,298.49,292.04,70.35,13.71, 
11912,2011,8,12,298.41,290.8,65.73,12.68, 
11913,2011,8,13,299.29,291.93,65.65,13.64, 
11914,2011,8,14,295.51,294.88,96.38,16.39, 
11915,2011,8,15,295.24,294,93.5,15.49, 
11916,2011,8,16,298.3,292.75,75.38,14.32, 
11917,2011,8,17,299.28,294.4,78.53,15.91, 
11918,2011,8,18,296.34,295.12,93.25,16.63, 
11919,2011,8,19,298.37,292.25,73.78,13.98, 
11920,2011,8,20,299.65,292.5,66.35,14.21, 
11921,2011,8,21,297.62,296.45,93.33,18.03, 
11922,2011,8,22,296.01,292.4,82.78,14.03, 
11923,2011,8,23,296.3,289.88,69.3,11.93, 
11924,2011,8,24,297.83,291.12,68.15,12.93, 
11925,2011,8,25,298.99,293.98,79.62,15.5, 
11926,2011,8,26,299.5,294.3,75.53,15.77, 
11927,2011,8,27,298.12,295.38,87.55,16.89, 
11928,2011,8,28,298.46,294.08,80.93,15.61, 
11929,2011,8,29,297.85,293.95,81.68,15.48, 
11930,2011,8,30,297.86,296.25,91.25,17.77, 
11931,2011,8,31,297.74,295.02,86.88,16.52, 
11932,2011,9,1,297.15,293.12,80.15,14.61, 
11933,2011,9,2,295.81,293.92,90.08,15.41, 
11934,2011,9,3,296.68,292.55,78.15,14.15, 
11935,2011,9,4,298.78,292.1,68.1,13.76, 
11936,2011,9,5,300.02,293.05,70.92,14.68, 
11937,2011,9,6,300.52,293.82,67.07,15.36, 
11938,2011,9,7,297.97,294.82,85.92,16.3, 
11939,2011,9,8,298.76,295.27,84.2,16.79, 
11940,2011,9,9,297.88,295.5,88.25,17.04, 
11941,2011,9,10,299.26,292.67,69.6,14.37, 
11942,2011,9,11,298.72,295.83,84.72,17.46, 
11943,2011,9,12,297.29,297,98.33,18.59, 
11944,2011,9,13,296.75,294.8,90.5,16.23, 
11945,2011,9,14,297.65,294.12,85.23,15.63, 
11946,2011,9,15,299.07,294.43,81.22,15.96, 
11947,2011,9,16,297.3,294.67,86.53,16.16, 
11948,2011,9,17,297.57,293.1,80.12,14.69, 
11949,2011,9,18,297.79,296.8,94.38,18.47, 
11950,2011,9,19,298.32,297.43,95.15,19.17, 
11951,2011,9,20,297.83,296.33,92.5,17.9, 
11952,2011,9,21,298.6,295.1,84.23,16.64, 
11953,2011,9,22,298.11,296.77,92.72,18.47, 
11954,2011,9,23,298.72,295.3,85.62,16.87, 
11955,2011,9,24,297.26,293.45,80,15.32, 
11956,2011,9,25,297.51,297.28,98.85,18.98, 
11957,2011,9,26,298.08,296.6,92.18,18.16, 
11958,2011,9,27,296.81,296.52,98.65,18.1, 
11959,2011,9,28,297.32,294.71,87.65,16.18, 
11960,2011,9,29,297.67,294.67,85.35,16.18, 
11961,2011,9,30,298.5,297.25,93.25,19.13, 
11962,2011,10,1,296.9,295.95,94.78,17.49, 
11963,2011,10,2,296.13,295.92,98.9,17.49, 
11964,2011,10,3,296.36,295.27,94.38,16.79, 
11965,2011,10,4,297.68,294.26,82.62,15.86, 
11966,2011,10,5,297.95,297.53,97.35,19.22, 
11967,2011,10,6,298.42,295.85,88.42,17.42, 
11968,2011,10,7,297.41,296.42,94.68,18.19, 
11969,2011,10,8,298.05,296.5,92.2,18.12, 
11970,2011,10,9,298.36,297.67,96.12,19.52, 
11971,2011,10,10,299.04,296.15,87.47,17.76, 
11972,2011,10,11,300.33,295.1,76.95,16.68, 
11973,2011,10,12,300.41,297.13,82.8,18.97, 
11974,2011,10,13,299,297.8,93.35,19.72, 
11975,2011,10,14,299.29,298.1,93.35,20.03, 
11976,2011,10,15,300.26,296.21,82.05,17.89, 
11977,2011,10,16,299.8,297.92,89.97,19.91, 
11978,2011,10,17,299.24,296.02,84.92,17.69, 
11979,2011,10,18,297.43,296.65,95.85,18.37, 
11980,2011,10,19,298.2,295.85,88.32,17.43, 
11981,2011,10,20,298.25,296,88.12,17.64, 
11982,2011,10,21,298.4,295.83,88.2,17.4, 
11983,2011,10,22,298.11,296.85,93.35,18.68, 
11984,2011,10,23,298.48,296.7,90.95,18.49, 
11985,2011,10,24,297.32,295.77,92.2,17.31, 
11986,2011,10,25,298.29,295.43,86.3,17.04, 
11987,2011,10,26,299.41,295.75,81.38,17.33, 
11988,2011,10,27,297.65,297.2,97.58,18.99, 
11989,2011,10,28,297.86,297.32,97.07,19.09, 
11990,2011,10,29,298.26,296.2,90.1,17.75, 
11991,2011,10,30,298.1,295.17,86.25,16.78, 
11992,2011,10,31,299.81,295.24,80.85,16.82, 
11993,2011,11,1,298.21,296.16,88.68,17.78, 
11994,2011,11,2,298.17,294.53,85.38,16.06, 
11995,2011,11,3,299.76,294.11,75.5,15.64, 
11996,2011,11,4,298.41,297.11,92.72,18.85, 
11997,2011,11,5,298.57,297.43,93.9,19.28, 
11998,2011,11,6,298.21,297.81,97.72,19.69, 
11999,2011,11,7,298.76,297.6,94.15,19.47, 
12000,2011,11,8,297.18,297.04,99.4,18.74, 
12001,2011,11,9,297.96,296.14,89.98,17.77, 
12002,2011,11,10,299.13,295.73,83.4,17.33, 
12003,2011,11,11,297.57,296.77,95.45,18.45, 
12004,2011,11,12,298.2,297.46,95.85,19.25, 
12005,2011,11,13,297.62,296.24,92.9,17.85, 
12006,2011,11,14,297.82,297.13,96.2,19.14, 
12007,2011,11,15,298,297.68,98.12,19.51, 
12008,2011,11,16,298.51,297.38,94.23,19.17, 
12009,2011,11,17,298.36,296.91,92.72,18.61, 
12010,2011,11,18,297.65,296.67,94.45,18.39, 
12011,2011,11,19,297.2,296.8,97.88,18.55, 
12012,2011,11,20,298.14,295.11,86.75,16.67, 
12013,2011,11,21,299.41,296.07,84.75,17.68, 
12014,2011,11,22,298.74,296.3,87.15,17.99, 
12015,2011,11,23,297.66,297.24,97.77,18.96, 
12016,2011,11,24,298,295.62,88.88,17.17, 
12017,2011,11,25,299.81,294.36,76.1,15.92, 
12018,2011,11,26,298.31,297.34,94.65,19.18, 
12019,2011,11,27,300.37,297.28,85.05,19.03, 
12020,2011,11,28,298.66,297.16,92.58,18.93, 
12021,2011,11,29,298.68,297.35,93.05,19.18, 
12022,2011,11,30,297.74,296.75,94.67,18.59, 
12023,2011,12,1,299.08,295.57,84.15,17.19, 
12024,2011,12,2,297.13,296.33,95.77,17.97, 
12025,2011,12,3,297.64,296.15,92,17.83, 
12026,2011,12,4,298.33,297.45,95.25,19.33, 
12027,2011,12,5,299.05,296.55,88.78,18.28, 
12028,2011,12,6,297.34,297.17,99.12,18.9, 
12029,2011,12,7,297.16,296.34,95.6,18.01, 
12030,2011,12,8,298.1,296.65,92.62,18.28, 
12031,2011,12,9,297.75,296.25,92.55,17.89, 
12032,2011,12,10,297.43,296.89,96.98,18.62, 
12033,2011,12,11,297.62,295.55,90.12,17.13, 
12034,2011,12,12,297.53,296.15,92.8,17.97, 
12035,2011,12,13,297.27,295.35,90.78,16.94, 
12036,2011,12,14,296.84,296.26,96.82,18.01, 
12037,2011,12,15,298.04,296,90.1,17.64, 
12038,2011,12,16,297.19,296.95,98.78,18.65, 
12039,2011,12,17,296.1,295.83,98.5,17.42, 
12040,2011,12,18,297.18,296.7,97.43,18.45, 
12041,2011,12,19,297.93,297.54,98.05,19.36, 
12042,2011,12,20,297.04,296.84,99.05,18.51, 
12043,2011,12,21,297.24,296.45,95.82,18.07, 
12044,2011,12,22,296.18,295.18,94.65,16.71, 
12045,2011,12,23,296.55,295.58,94.67,17.21, 
12046,2011,12,24,297.07,296.14,95.12,17.73, 
12047,2011,12,25,295.9,295.72,99.03,17.23, 
12048,2011,12,26,296.02,295.67,98.05,17.16, 
12049,2011,12,27,296.16,294.16,90.13,15.63, 
12050,2011,12,28,297.22,295.73,92.4,17.24, 
12051,2011,12,29,297.12,296.74,97.9,18.41, 
12052,2011,12,30,297.82,297.54,98.68,19.33, 
12053,2011,12,31,298.01,297.5,97.27,19.32, 
12054,2012,1,1,298.12,296.67,92.57,18.27, 
12055,2012,1,2,297.53,297.2,98.2,18.93, 
12056,2012,1,3,298.01,297.45,96.87,19.19, 
12057,2012,1,4,297.7,296.16,91.8,17.71, 
12058,2012,1,5,295.81,295.57,98.7,17.11, 
12059,2012,1,6,296.48,296.19,98.4,17.79, 
12060,2012,1,7,297.24,296.72,97.18,18.47, 
12061,2012,1,8,296.62,296.53,99.6,18.12, 
12062,2012,1,9,296.93,295.45,92.55,17, 
12063,2012,1,10,298.72,295.44,85.1,16.97, 
12064,2012,1,11,298.58,296.68,89.7,18.41, 
12065,2012,1,12,297.9,297.62,98.6,19.45, 
12066,2012,1,13,296.63,296.52,99.5,18.14, 
12067,2012,1,14,295.09,294.97,99.45,16.47, 
12068,2012,1,15,295.49,294.76,96.08,16.3, 
12069,2012,1,16,295.98,295.67,98.38,17.25, 
12070,2012,1,17,296.3,295.59,96.13,17.14, 
12071,2012,1,18,296.96,296.31,96.32,18, 
12072,2012,1,19,297.81,296.36,92.73,17.98, 
12073,2012,1,20,297.66,294.1,81.68,15.64, 
12074,2012,1,21,296.81,295.42,92.3,16.96, 
12075,2012,1,22,298.88,294.12,79.25,15.69, 
12076,2012,1,23,297.31,296.5,95.53,18.27, 
12077,2012,1,24,297.87,297.19,96.28,18.98, 
12078,2012,1,25,298.45,296.2,89.27,17.8, 
12079,2012,1,26,298.35,295.58,86.55,17.14, 
12080,2012,1,27,297.44,297.19,98.6,18.88, 
12081,2012,1,28,297.22,296.65,96.95,18.36, 
12082,2012,1,29,296.66,296.46,98.82,18.06, 
12083,2012,1,30,296.06,295.8,98.62,17.52, 
12084,2012,1,31,297.55,296.77,95.75,18.47, 
12085,2012,2,1,298.28,297.48,95.67,19.33, 
12086,2012,2,2,297.3,297.16,99.2,18.88, 
12087,2012,2,3,296.75,296.6,99.05,18.22, 
12088,2012,2,4,295.59,295.45,99.43,17.01, 
12089,2012,2,5,297.46,295.89,92.33,17.5, 
12090,2012,2,6,297.26,297.02,98.75,18.69, 
12091,2012,2,7,295.06,294.95,99.45,16.44, 
12092,2012,2,8,296.19,295.58,96.68,17.24, 
12093,2012,2,9,297.4,296.93,97.45,18.64, 
12094,2012,2,10,298.07,296.03,90.15,17.6, 
12095,2012,2,11,296.76,295.44,92.55,17.12, 
12096,2012,2,12,297.46,296.67,95.85,18.35, 
12097,2012,2,13,297.35,295.89,92.53,17.52, 
12098,2012,2,14,298.81,295.23,84.43,16.82, 
12099,2012,2,15,299.24,295.37,84.45,17.04, 
12100,2012,2,16,298.28,291.84,68.8,13.58, 
12101,2012,2,17,298.37,294.88,81,16.65, 
12102,2012,2,18,296.63,296.28,98.05,17.94, 
12103,2012,2,19,297.4,296.55,95.5,18.2, 
