,iquitos_persiann, 3.875S, 73.375W, precipitation_amount
9040,2007,10,5,1.09
9041,2007,10,6,3.17
9042,2007,10,7,11.55
9043,2007,10,8,5.3
9044,2007,10,9,9.51
9045,2007,10,10,0
9046,2007,10,11,3.22
9047,2007,10,12,2.28
9048,2007,10,13,21.7
9049,2007,10,14,15.82
9050,2007,10,15,21.99
9051,2007,10,16,28.5
9052,2007,10,17,3.54
9053,2007,10,18,18.67
9054,2007,10,19,15.94
9055,2007,10,20,33.67
9056,2007,10,21,0
9057,2007,10,22,6.41
9058,2007,10,23,1.5
9059,2007,10,24,11.1
9060,2007,10,25,2.36
9061,2007,10,26,7.1
9062,2007,10,27,0
9063,2007,10,28,6.71
9064,2007,10,29,22.51
9065,2007,10,30,1.15
9066,2007,10,31,0.47
9067,2007,11,1,0
9068,2007,11,2,0
9069,2007,11,3,4.95
9070,2007,11,4,58.18
9071,2007,11,5,5.13
9072,2007,11,6,0.74
9073,2007,11,7,38.44
9074,2007,11,8,3.97
9075,2007,11,9,18.09
9076,2007,11,10,10.26
9077,2007,11,11,13.14
9078,2007,11,12,24.86
9079,2007,11,13,6.25
9080,2007,11,14,29.57
9081,2007,11,15,10.35
9082,2007,11,16,4.04
9083,2007,11,17,1.51
9084,2007,11,18,0
9085,2007,11,19,0.55
9086,2007,11,20,14.54
9087,2007,11,21,26.26
9088,2007,11,22,23.73
9089,2007,11,23,0
9090,2007,11,24,9.22
9091,2007,11,25,41.28
9092,2007,11,26,14.3
9093,2007,11,27,19.15
9094,2007,11,28,10.47
9095,2007,11,29,3.11
9096,2007,11,30,6.3
9097,2007,12,1,32.25
9098,2007,12,2,0
9099,2007,12,3,1.88
9100,2007,12,4,0
9101,2007,12,5,0
9102,2007,12,6,2.2
9103,2007,12,7,16.8
9104,2007,12,8,42.62
9105,2007,12,9,21.77
9106,2007,12,10,0
9107,2007,12,11,6.04
9108,2007,12,12,23.15
9109,2007,12,13,2.98
9110,2007,12,14,10.97
9111,2007,12,15,10.03
9112,2007,12,16,21.06
9113,2007,12,17,71.9
9114,2007,12,18,6.2
9115,2007,12,19,0
9116,2007,12,20,19.75
9117,2007,12,21,12.37
9118,2007,12,22,4.75
9119,2007,12,23,0
9120,2007,12,24,10.5
9121,2007,12,25,6.05
9122,2007,12,26,23.93
9123,2007,12,27,3.83
9124,2007,12,28,3.6
9125,2007,12,29,11.69
9126,2007,12,30,12.79
9127,2007,12,31,18.05
9128,2008,1,1,3.48
9129,2008,1,2,0
9130,2008,1,3,6.68
9131,2008,1,4,2.03
9132,2008,1,5,31.78
9133,2008,1,6,3.54
9134,2008,1,7,24.33
9135,2008,1,8,2.8
9136,2008,1,9,0
9137,2008,1,10,4.56
9138,2008,1,11,0
9139,2008,1,12,69.99
9140,2008,1,13,11.52
9141,2008,1,14,7.1
9142,2008,1,15,42.55
9143,2008,1,16,11.6
9144,2008,1,17,0
9145,2008,1,18,8.28
9146,2008,1,19,1.67
9147,2008,1,20,30.7
9148,2008,1,21,7.79
9149,2008,1,22,11.22
9150,2008,1,23,16.67
9151,2008,1,24,11.79
9152,2008,1,25,26.13
9153,2008,1,26,28.39
9154,2008,1,27,13.59
9155,2008,1,28,2.21
9156,2008,1,29,2.58
9157,2008,1,30,24.77
9158,2008,1,31,9.86
9159,2008,2,1,0
9160,2008,2,2,0
9161,2008,2,3,0
9162,2008,2,4,1.51
9163,2008,2,5,0
9164,2008,2,6,0
9165,2008,2,7,27.12
9166,2008,2,8,0.92
9167,2008,2,9,5.3
9168,2008,2,10,3.44
9169,2008,2,11,10.45
9170,2008,2,12,9.89
9171,2008,2,13,13.48
9172,2008,2,14,12.34
9173,2008,2,15,18.36
9174,2008,2,16,3.5
9175,2008,2,17,3.71
9176,2008,2,18,61.36
9177,2008,2,19,0.74
9178,2008,2,20,21.07
9179,2008,2,21,24.18
9180,2008,2,22,4.04
9181,2008,2,23,43.88
9182,2008,2,24,7.42
9183,2008,2,25,0
9184,2008,2,26,10.58
9185,2008,2,27,46.01
9186,2008,2,28,55.92
9187,2008,2,29,31.17
9188,2008,3,1,13.5
9189,2008,3,2,2.81
9190,2008,3,3,50.84
9191,2008,3,4,11.66
9192,2008,3,5,0.5
9193,2008,3,6,5.59
9194,2008,3,7,36.21
9195,2008,3,8,5.37
9196,2008,3,9,35.51
9197,2008,3,10,1.21
9198,2008,3,11,1.21
9199,2008,3,12,42.48
9200,2008,3,13,1.04
9201,2008,3,14,2.28
9202,2008,3,15,25.2
9203,2008,3,16,15.77
9204,2008,3,17,3.89
9205,2008,3,18,1.76
9206,2008,3,19,10.15
9207,2008,3,20,0.56
9208,2008,3,21,22.47
9209,2008,3,22,1.95
9210,2008,3,23,4.48
9211,2008,3,24,20.76
9212,2008,3,25,0
9213,2008,3,26,4.49
9214,2008,3,27,3.81
9215,2008,3,28,3.11
9216,2008,3,29,86.6
9217,2008,3,30,0
9218,2008,3,31,8.99
9219,2008,4,1,7.04
9220,2008,4,2,31.51
9221,2008,4,3,10.65
9222,2008,4,4,3.41
9223,2008,4,5,2.92
9224,2008,4,6,15.92
9225,2008,4,7,0
9226,2008,4,8,10.07
9227,2008,4,9,29.03
9228,2008,4,10,23.94
9229,2008,4,11,0
9230,2008,4,12,0.85
9231,2008,4,13,15.85
9232,2008,4,15,19.42
9233,2008,4,16,11.87
9234,2008,4,17,3.47
9235,2008,4,18,0
9236,2008,4,19,1.16
9237,2008,4,20,5.29
9238,2008,4,21,0.84
9239,2008,4,22,1.73
9240,2008,4,23,1.64
9241,2008,4,24,0
9242,2008,4,25,12.03
9243,2008,4,26,8.17
9244,2008,4,27,9.56
9245,2008,4,28,8.99
9246,2008,4,29,9.94
9247,2008,4,30,3.1
9248,2008,5,1,29.13
9249,2008,5,2,1.73
9250,2008,5,3,6.6
9251,2008,5,4,0
9252,2008,5,5,0
9253,2008,5,6,0
9254,2008,5,7,0
9255,2008,5,8,0
9256,2008,5,9,16.85
9257,2008,5,10,7.67
9258,2008,5,11,1.59
9259,2008,5,12,3.97
9260,2008,5,13,0
9261,2008,5,14,0
9262,2008,5,15,0
9263,2008,5,16,5.94
9264,2008,5,17,15.77
9265,2008,5,18,1.84
9266,2008,5,19,22.14
9267,2008,5,20,5.97
9268,2008,5,21,24.28
9269,2008,5,22,2.49
9270,2008,5,23,14.34
9271,2008,5,24,13.43
9272,2008,5,25,7.21
9273,2008,5,26,4.32
9274,2008,5,27,7.69
9275,2008,5,28,0.65
9276,2008,5,29,12.81
9277,2008,5,30,3.12
9278,2008,5,31,5.82
9279,2008,6,1,0
9280,2008,6,2,0
9281,2008,6,3,0
9282,2008,6,4,0
9283,2008,6,5,0
9284,2008,6,6,0
9285,2008,6,7,0
9286,2008,6,8,1.49
9287,2008,6,9,11.78
9288,2008,6,10,5.36
9289,2008,6,11,26.24
9290,2008,6,12,3.59
9291,2008,6,13,26.36
9292,2008,6,14,16.63
9293,2008,6,15,10.07
9294,2008,6,16,22.93
9295,2008,6,17,10.94
9296,2008,6,18,0
9297,2008,6,19,0
9298,2008,6,20,0
9299,2008,6,21,33.22
9300,2008,6,22,12.89
9301,2008,6,23,32.83
9302,2008,6,24,0
9303,2008,6,25,0
9304,2008,6,26,0
9305,2008,6,27,0
9306,2008,6,28,0
9307,2008,6,29,0
9308,2008,6,30,0
9309,2008,7,1,0
9310,2008,7,2,0
9311,2008,7,3,0
9312,2008,7,4,0
9313,2008,7,5,0
9314,2008,7,6,0
9315,2008,7,7,0
9316,2008,7,8,1.74
9317,2008,7,9,45.63
9318,2008,7,10,0.76
9319,2008,7,11,8.64
9320,2008,7,12,0
9321,2008,7,13,4.07
9322,2008,7,14,2
9323,2008,7,15,13.42
9324,2008,7,16,28.08
9325,2008,7,17,0
9326,2008,7,18,0
9327,2008,7,19,0.82
9328,2008,7,20,3.22
9329,2008,7,21,6.82
9330,2008,7,22,6.32
9331,2008,7,23,23.59
9332,2008,7,24,7.03
9333,2008,7,25,0
9334,2008,7,26,5.66
9335,2008,7,27,2.03
9336,2008,7,28,0
9337,2008,7,29,5.54
9338,2008,7,30,7.11
9339,2008,7,31,8.8
9340,2008,8,1,0.53
9341,2008,8,2,7.49
9342,2008,8,3,2.98
9343,2008,8,4,0
9344,2008,8,5,1.74
9345,2008,8,6,3.22
9346,2008,8,7,0
9347,2008,8,8,0
9348,2008,8,9,11.03
9349,2008,8,10,3.93
9350,2008,8,11,6.11
9351,2008,8,12,0
9352,2008,8,13,2.61
9353,2008,8,14,8.57
9354,2008,8,15,0
9355,2008,8,16,0
9356,2008,8,17,0.69
9357,2008,8,18,1.01
9358,2008,8,19,4.03
9359,2008,8,20,21.8
9360,2008,8,21,1.82
9361,2008,8,22,11.36
9362,2008,8,23,5.16
9363,2008,8,24,11.44
9364,2008,8,25,2.59
9365,2008,8,26,9.97
9366,2008,8,27,0.39
9367,2008,8,28,0
9368,2008,8,29,0
9369,2008,8,30,22.78
9370,2008,8,31,0
9371,2008,9,1,1.45
9372,2008,9,2,10.06
9373,2008,9,3,0
9374,2008,9,4,14.34
9375,2008,9,5,7.62
9376,2008,9,6,32.31
9377,2008,9,7,16.47
9378,2008,9,8,5.34
9379,2008,9,9,2.49
9380,2008,9,10,16.09
9381,2008,9,11,0
9382,2008,9,12,0
9383,2008,9,13,1.8
9384,2008,9,14,34.23
9385,2008,9,15,10.82
9386,2008,9,16,13.3
9387,2008,9,17,3.27
9388,2008,9,18,0.82
9389,2008,9,19,0
9390,2008,9,20,2.44
9391,2008,9,21,32.98
9392,2008,9,22,8.57
9393,2008,9,23,2.67
9394,2008,9,24,0
9395,2008,9,25,6.33
9396,2008,9,26,15.28
9397,2008,9,27,0
9398,2008,9,28,0
9399,2008,9,29,0
9400,2008,9,30,13.1
9401,2008,10,1,6.95
9402,2008,10,2,0
9403,2008,10,3,1.2
9404,2008,10,4,1.36
9405,2008,10,5,0.59
9406,2008,10,6,46.27
9407,2008,10,7,3.64
9408,2008,10,8,1.84
9409,2008,10,9,7.58
9410,2008,10,10,27.72
9411,2008,10,11,0
9412,2008,10,12,1.77
9413,2008,10,13,26.84
9414,2008,10,14,2.24
9415,2008,10,15,8.08
9416,2008,10,16,1.25
9417,2008,10,17,9
9418,2008,10,18,3.83
9419,2008,10,19,12.94
9420,2008,10,20,15.31
9421,2008,10,21,5
9422,2008,10,22,32.5
9423,2008,10,23,3.18
9424,2008,10,24,1.22
9425,2008,10,25,0
9426,2008,10,26,1.7
9427,2008,10,27,0
9428,2008,10,28,19.42
9429,2008,10,29,1.6
9430,2008,10,30,2.34
9431,2008,10,31,0.82
9432,2008,11,1,20.73
9433,2008,11,2,6.01
9434,2008,11,3,6.93
9435,2008,11,4,22.04
9436,2008,11,5,0
9437,2008,11,6,0.39
9438,2008,11,7,4.5
9439,2008,11,8,3.44
9440,2008,11,9,0.64
9441,2008,11,10,29.35
9442,2008,11,11,17.78
9443,2008,11,12,1.66
9444,2008,11,13,9.96
9445,2008,11,14,8.62
9446,2008,11,15,17.22
9447,2008,11,16,2.63
9448,2008,11,17,1.57
9449,2008,11,18,17.89
9450,2008,11,19,1.46
9451,2008,11,20,0
9452,2008,11,21,10.73
9453,2008,11,22,3.98
9454,2008,11,23,33.11
9455,2008,11,24,13.94
9456,2008,11,25,10.07
9457,2008,11,26,1.94
9458,2008,11,27,2.11
9459,2008,11,28,11.06
9460,2008,11,29,0.37
9461,2008,11,30,9.89
9462,2008,12,1,9.59
9463,2008,12,2,15.7
9464,2008,12,3,0.63
9465,2008,12,4,8.26
9466,2008,12,5,19.92
9467,2008,12,6,3.79
9468,2008,12,7,3.98
9469,2008,12,8,11.75
9470,2008,12,9,0
9471,2008,12,10,9.51
9472,2008,12,11,9.69
9473,2008,12,12,13.3
9474,2008,12,13,38.42
9475,2008,12,14,0
9476,2008,12,15,0
9477,2008,12,16,0
9478,2008,12,17,0
9479,2008,12,18,15.08
9480,2008,12,19,30.84
9481,2008,12,20,1.66
9482,2008,12,21,7.13
9483,2008,12,22,0.4
9484,2008,12,23,14.1
9485,2008,12,24,2.98
9486,2008,12,25,0
9487,2008,12,26,0
9488,2008,12,27,0
9489,2008,12,28,0.44
9490,2008,12,29,2.43
9491,2008,12,30,4.77
9492,2008,12,31,1.28
9493,2009,1,1,0.49
9494,2009,1,2,4
9495,2009,1,3,17.29
9496,2009,1,4,4.48
9497,2009,1,5,19.97
9498,2009,1,6,9.87
9499,2009,1,7,15.98
9500,2009,1,8,19.84
9501,2009,1,9,20.83
9502,2009,1,10,1.92
9503,2009,1,11,1.63
9504,2009,1,12,1.96
9505,2009,1,13,5.43
9506,2009,1,14,13.63
9507,2009,1,15,1.81
9508,2009,1,16,0
9509,2009,1,17,0
9510,2009,1,18,15.6
9511,2009,1,19,39.69
9512,2009,1,20,7
9513,2009,1,21,0
9514,2009,1,22,11.83
9515,2009,1,23,17.17
9516,2009,1,24,45.96
9517,2009,1,25,2.12
9518,2009,1,26,34.46
9519,2009,1,27,61.85
9520,2009,1,28,0
9521,2009,1,29,41.76
9522,2009,1,30,23.31
9523,2009,1,31,2.16
9524,2009,2,1,19.98
9525,2009,2,2,0
9526,2009,2,3,5.49
9527,2009,2,4,3.44
9528,2009,2,5,32.03
9529,2009,2,6,0
9530,2009,2,7,10.9
9531,2009,2,8,1.51
9532,2009,2,9,7.14
9533,2009,2,10,13.49
9534,2009,2,11,20.49
9535,2009,2,12,41.32
9536,2009,2,13,5.99
9537,2009,2,14,2.99
9538,2009,2,15,11.75
9539,2009,2,16,28.77
9540,2009,2,17,20.06
9541,2009,2,18,28.02
9542,2009,2,19,35.5
9543,2009,2,20,0
9544,2009,2,21,2.85
9545,2009,2,22,4.65
9546,2009,2,23,56.36
9547,2009,2,24,3.83
9548,2009,2,25,1.66
9549,2009,2,26,1.89
9550,2009,2,27,21.77
9551,2009,2,28,1.43
9552,2009,3,1,5.16
9553,2009,3,2,22.82
9554,2009,3,3,40.39
9555,2009,3,4,14.11
9556,2009,3,5,5.24
9557,2009,3,6,19.65
9558,2009,3,7,12.83
9559,2009,3,8,5.58
9560,2009,3,9,0
9561,2009,3,10,21.51
9562,2009,3,11,31.49
9563,2009,3,12,1.09
9564,2009,3,13,15.25
9565,2009,3,14,18.4
9566,2009,3,15,4.05
9567,2009,3,16,14.89
9568,2009,3,17,3.11
9569,2009,3,18,6.91
9570,2009,3,19,36.41
9571,2009,3,20,8.89
9572,2009,3,21,10.27
9573,2009,3,22,1.84
9574,2009,3,23,33.35
9575,2009,3,24,16.04
9576,2009,3,25,38.03
9577,2009,3,26,5.34
9578,2009,3,27,36.62
9579,2009,3,28,28.21
9580,2009,3,29,3.15
9581,2009,3,30,3.78
9582,2009,3,31,2.71
9583,2009,4,1,17.34
9584,2009,4,2,2.07
9585,2009,4,3,22.81
9586,2009,4,4,3.21
9587,2009,4,5,64.15
9588,2009,4,6,21.18
9589,2009,4,7,10.72
9590,2009,4,8,5.35
9591,2009,4,9,45.49
9592,2009,4,10,9.72
9593,2009,4,11,11.86
9594,2009,4,12,13.86
9595,2009,4,13,2.77
9596,2009,4,14,5.86
9597,2009,4,15,13.36
9598,2009,4,16,6.17
9599,2009,4,17,0
9600,2009,4,18,7.3
9601,2009,4,19,4.53
9602,2009,4,20,15.52
9603,2009,4,21,39.7
9604,2009,4,22,3.41
9605,2009,4,23,1.54
9606,2009,4,24,0
9607,2009,4,25,14.48
9608,2009,4,26,27.22
9609,2009,4,27,13.54
9610,2009,4,28,0
9611,2009,4,29,0.5
9612,2009,4,30,1.64
9613,2009,5,1,25.38
9614,2009,5,2,3.21
9615,2009,5,3,0
9616,2009,5,4,0
9617,2009,5,5,12.06
9618,2009,5,6,9.39
9619,2009,5,7,10.33
9620,2009,5,8,0
9621,2009,5,9,1.94
9622,2009,5,10,2.04
9623,2009,5,11,2.75
9624,2009,5,12,5.46
9625,2009,5,13,12.28
9626,2009,5,14,2.6
9627,2009,5,15,5.38
9628,2009,5,16,19.64
9629,2009,5,17,21.1
9630,2009,5,18,0
9631,2009,5,19,11.82
9632,2009,5,20,7.99
9633,2009,5,21,0
9634,2009,5,22,13.56
9635,2009,5,23,1.9
9636,2009,5,24,0.94
9637,2009,5,25,3.83
9638,2009,5,26,1.91
9639,2009,5,27,3.69
9640,2009,5,28,2.13
9641,2009,5,29,1.52
9642,2009,5,30,1.8
9643,2009,5,31,20.1
9644,2009,6,1,11.07
9645,2009,6,2,0.8
9646,2009,6,3,0
9647,2009,6,4,0
9648,2009,6,5,0
9649,2009,6,6,0
9650,2009,6,7,2.39
9651,2009,6,8,5.55
9652,2009,6,9,18.84
9653,2009,6,10,2.19
9654,2009,6,11,9.93
9655,2009,6,12,4.84
9656,2009,6,13,7.52
9657,2009,6,14,0
9658,2009,6,15,0
9659,2009,6,16,16.54
9660,2009,6,17,31.76
9661,2009,6,18,6.73
9662,2009,6,19,5.04
9663,2009,6,20,28.33
9664,2009,6,21,52.46
9665,2009,6,22,0.79
9666,2009,6,23,2.83
9667,2009,6,24,0
9668,2009,6,25,41.69
9669,2009,6,26,17.16
9670,2009,6,27,6.47
9671,2009,6,28,0
9672,2009,6,29,0
9673,2009,6,30,3.8
9674,2009,7,1,0.92
9675,2009,7,2,4.28
9676,2009,7,3,16.46
9677,2009,7,4,46.55
9678,2009,7,5,12.09
9679,2009,7,6,7.3
9680,2009,7,7,3.59
9681,2009,7,8,31.54
9682,2009,7,9,8.21
9683,2009,7,10,6.4
9684,2009,7,11,0
9685,2009,7,12,0
9686,2009,7,13,15.45
9687,2009,7,14,3.53
9688,2009,7,15,5.89
9689,2009,7,16,3.37
9690,2009,7,17,3.42
9691,2009,7,18,0
9692,2009,7,19,19.61
9693,2009,7,20,0
9694,2009,7,21,0
9695,2009,7,22,4.19
9696,2009,7,23,29.87
9697,2009,7,24,5.23
9698,2009,7,25,9.53
9699,2009,7,26,2.06
9700,2009,7,27,0.89
9701,2009,7,28,0
9702,2009,7,29,0
9703,2009,7,30,4.94
9704,2009,7,31,0
9705,2009,8,1,2.36
9706,2009,8,2,0
9707,2009,8,3,2.49
9708,2009,8,4,2.43
9709,2009,8,5,0.51
9710,2009,8,6,0
9711,2009,8,7,9.28
9712,2009,8,8,5.07
9713,2009,8,9,3.25
9714,2009,8,10,14.69
9715,2009,8,11,5.74
9716,2009,8,12,0
9717,2009,8,13,0
9718,2009,8,14,0
9719,2009,8,15,0.78
9720,2009,8,16,0
9721,2009,8,17,0
9722,2009,8,18,15.7
9723,2009,8,19,10.34
9724,2009,8,20,0
9725,2009,8,21,11.43
9726,2009,8,22,31.72
9727,2009,8,23,19.8
9728,2009,8,24,6.84
9729,2009,8,25,47.29
9730,2009,8,26,14.83
9731,2009,8,27,2.64
9732,2009,8,28,12.87
9733,2009,8,29,0
9734,2009,8,30,2.87
9735,2009,8,31,2.52
9736,2009,9,1,7.87
9737,2009,9,2,0
9738,2009,9,3,0.79
9739,2009,9,4,0.56
9740,2009,9,5,0.97
9741,2009,9,6,3.55
9742,2009,9,7,0
9743,2009,9,8,0
9744,2009,9,9,13.28
9745,2009,9,10,23.59
9746,2009,9,11,2.8
9747,2009,9,12,0.5
9748,2009,9,13,0
9749,2009,9,14,0
9750,2009,9,15,10.92
9751,2009,9,16,17.74
9752,2009,9,17,3.71
9753,2009,9,18,6.43
9754,2009,9,19,11.3
9755,2009,9,20,0.4
9756,2009,9,21,28.18
9757,2009,9,22,20.36
9758,2009,9,23,0.66
9759,2009,9,24,0
9760,2009,9,25,21.2
9761,2009,9,26,8.45
9762,2009,9,27,2.11
9763,2009,9,28,4.4
9764,2009,9,29,0.94
9765,2009,9,30,11.41
9766,2009,10,1,0.86
9767,2009,10,2,0
9768,2009,10,3,3.13
9769,2009,10,4,2.94
9770,2009,10,5,1.3
9771,2009,10,6,8.93
9772,2009,10,7,2.4
9773,2009,10,8,13.81
9774,2009,10,9,3.93
9775,2009,10,10,0
9776,2009,10,11,1.42
9777,2009,10,12,0
9778,2009,10,13,0
9779,2009,10,14,47.76
9780,2009,10,15,0.55
9781,2009,10,16,14.48
9782,2009,10,17,12.15
9783,2009,10,18,7.65
9784,2009,10,19,0
9785,2009,10,20,1.1
9786,2009,10,21,27.38
9787,2009,10,22,3.4
9788,2009,10,23,10.31
9789,2009,10,24,14.15
9790,2009,10,25,9.15
9791,2009,10,26,11.89
9792,2009,10,27,7.68
9793,2009,10,28,2.66
9794,2009,10,29,15.27
9795,2009,10,30,9.64
9796,2009,10,31,0
9797,2009,11,1,3.12
9798,2009,11,2,7.42
9799,2009,11,3,25.06
9800,2009,11,4,16.32
9801,2009,11,5,2.57
9802,2009,11,6,4.04
9803,2009,11,7,11.74
9804,2009,11,8,23.58
9805,2009,11,9,12.92
9806,2009,11,10,2.53
9807,2009,11,11,7.81
9808,2009,11,12,17.07
9809,2009,11,13,0.33
9810,2009,11,14,0.84
9811,2009,11,15,0
9812,2009,11,16,1.14
9813,2009,11,17,6.02
9814,2009,11,18,12.11
9815,2009,11,19,2.65
9816,2009,11,20,3.09
9817,2009,11,21,3.06
9818,2009,11,22,10.1
9819,2009,11,23,1.14
9820,2009,11,24,19.4
9821,2009,11,25,1.28
9822,2009,11,26,1.67
9823,2009,11,27,17.48
9824,2009,11,28,17.16
9825,2009,11,29,0
9826,2009,11,30,16.46
9827,2009,12,1,5.97
9828,2009,12,2,17.72
9829,2009,12,3,13.45
9830,2009,12,4,25.56
9831,2009,12,5,22.18
9832,2009,12,6,0.74
9833,2009,12,7,0
9834,2009,12,8,10.68
9835,2009,12,9,3.48
9836,2009,12,10,2.64
9837,2009,12,11,17.7
9838,2009,12,12,31
9839,2009,12,13,0
9840,2009,12,14,15.71
9841,2009,12,15,11.76
9842,2009,12,16,17.03
9843,2009,12,17,0
9844,2009,12,18,10.67
9845,2009,12,19,18
9846,2009,12,20,28.05
9847,2009,12,21,13.28
9848,2009,12,22,16.1
9849,2009,12,23,21.84
9850,2009,12,24,1.75
9851,2009,12,25,5.02
9852,2009,12,26,44.25
9853,2009,12,27,6.88
9854,2009,12,28,4.24
9855,2009,12,29,3.92
9856,2009,12,30,2.69
9857,2009,12,31,17.75
9858,2010,1,1,0
9859,2010,1,2,0
9860,2010,1,3,0
9861,2010,1,4,2.68
9862,2010,1,5,0
9863,2010,1,6,1.45
9864,2010,1,7,6.58
9865,2010,1,8,0
9866,2010,1,9,0
9867,2010,1,10,14.79
9868,2010,1,11,10.17
9869,2010,1,12,5.23
9870,2010,1,13,3.66
9871,2010,1,14,1.48
9872,2010,1,15,1.4
9873,2010,1,16,4.02
9874,2010,1,17,0.9
9875,2010,1,18,2.35
9876,2010,1,19,8.34
9877,2010,1,20,18.26
9878,2010,1,21,27.87
9879,2010,1,22,9.46
9880,2010,1,23,6.16
9881,2010,1,24,45.03
9882,2010,1,25,23.39
9883,2010,1,26,25.56
9884,2010,1,27,2.1
9885,2010,1,28,0.71
9886,2010,1,29,18.94
9887,2010,1,30,0
9888,2010,1,31,0
9889,2010,2,1,0
9890,2010,2,2,0.63
9891,2010,2,3,0
9892,2010,2,4,28.25
9893,2010,2,5,3.22
9894,2010,2,6,36.4
9895,2010,2,7,8.73
9896,2010,2,8,1.02
9897,2010,2,9,25.71
9898,2010,2,10,0
9899,2010,2,11,0
9900,2010,2,12,0
9901,2010,2,13,0
9902,2010,2,14,0.73
9903,2010,2,15,5.75
9904,2010,2,16,13.92
9905,2010,2,17,14.77
9906,2010,2,18,10.26
9907,2010,2,19,1.98
9908,2010,2,20,4.55
9909,2010,2,21,18.56
9910,2010,2,22,20.63
9911,2010,2,23,0.52
9912,2010,2,24,15.75
9913,2010,2,25,18.69
9914,2010,2,26,20.77
9915,2010,2,27,5.48
9916,2010,2,28,3.01
9917,2010,3,1,16.36
9918,2010,3,2,18.42
9919,2010,3,3,7.14
9920,2010,3,4,1.5
9921,2010,3,5,2.36
9922,2010,3,6,6.83
9923,2010,3,7,2.33
9924,2010,3,8,19.2
9925,2010,3,9,22.88
9926,2010,3,10,41.86
9927,2010,3,11,6.49
9928,2010,3,12,11.11
9929,2010,3,13,0.36
9930,2010,3,14,36.33
9931,2010,3,15,2.17
9932,2010,3,16,10.43
9933,2010,3,17,16.75
9934,2010,3,18,9
9935,2010,3,19,1.42
9936,2010,3,20,6.37
9937,2010,3,21,2
9938,2010,3,22,5.32
9939,2010,3,23,20.19
9940,2010,3,24,15.68
9941,2010,3,25,3.77
9942,2010,3,26,0
9943,2010,3,27,0.79
9944,2010,3,28,0
9945,2010,3,29,9.37
9946,2010,3,30,8.74
9947,2010,3,31,47.85
9948,2010,4,1,3.88
9949,2010,4,2,1.78
9950,2010,4,3,2.39
9951,2010,4,4,11.46
9952,2010,4,5,17.66
9953,2010,4,6,11.53
9954,2010,4,7,3.36
9955,2010,4,8,1.04
9956,2010,4,9,0
9957,2010,4,10,0.45
9958,2010,4,11,0.43
9959,2010,4,12,0.52
9960,2010,4,13,2.82
9961,2010,4,14,34.14
9962,2010,4,15,4.74
9963,2010,4,16,0.58
9964,2010,4,17,24.75
9965,2010,4,18,1.55
9966,2010,4,19,18.12
9967,2010,4,20,3.25
9968,2010,4,21,0
9969,2010,4,22,8.17
9970,2010,4,23,1.04
9971,2010,4,24,2.25
9972,2010,4,25,10.48
9973,2010,4,26,0.81
9974,2010,4,27,4
9975,2010,4,28,5.14
9976,2010,4,29,6.81
9977,2010,4,30,7.1
9978,2010,5,1,45.33
9979,2010,5,2,0
9980,2010,5,3,5.59
9981,2010,5,4,28.12
9982,2010,5,5,0
9983,2010,5,6,3.92
9984,2010,5,7,12.57
9985,2010,5,8,7.96
9986,2010,5,9,2.2
9987,2010,5,10,4.63
9988,2010,5,11,0
9989,2010,5,12,0
9990,2010,5,13,0
9991,2010,5,14,0
9992,2010,5,15,0
9993,2010,5,16,0
9994,2010,5,17,1.15
9995,2010,5,18,0
9996,2010,5,19,25.17
9997,2010,5,20,5.87
9998,2010,5,21,9.8
9999,2010,5,22,5.09
10000,2010,5,23,0.65
10001,2010,5,24,8.72
10002,2010,5,25,13.07
10003,2010,5,26,33.51
10004,2010,5,27,14.6
10005,2010,5,28,7.65
10006,2010,5,29,4.08
10007,2010,5,30,2.03
10008,2010,5,31,11.53
10009,2010,6,1,21.3
10010,2010,6,2,1.16
10011,2010,6,3,0
10012,2010,6,4,0
10013,2010,6,5,11.92
10014,2010,6,6,24.56
10015,2010,6,7,0
10016,2010,6,8,2.88
10017,2010,6,9,21.3
10018,2010,6,10,30.75
10019,2010,6,11,3.01
10020,2010,6,12,1.73
10021,2010,6,13,0
10022,2010,6,14,0
10023,2010,6,15,0
10024,2010,6,16,0
10025,2010,6,17,49.16
10026,2010,6,18,4.7
10027,2010,6,19,3.88
10028,2010,6,20,2.41
10029,2010,6,21,3.07
10030,2010,6,22,1.59
10031,2010,6,23,0
10032,2010,6,24,8.29
10033,2010,6,25,33.32
10034,2010,6,26,23.99
10035,2010,6,27,2.92
10036,2010,6,28,12.18
10037,2010,6,29,7.41
10038,2010,6,30,0
10039,2010,7,1,2.08
10040,2010,7,2,0
10041,2010,7,3,5.73
10042,2010,7,4,10.08
10043,2010,7,5,0
10044,2010,7,6,0
10045,2010,7,7,0.58
10046,2010,7,8,1.75
10047,2010,7,9,32.45
10048,2010,7,10,21.3
10049,2010,7,11,6.06
10050,2010,7,12,0
10051,2010,7,13,6.9
10052,2010,7,14,18.96
10053,2010,7,15,13.8
10054,2010,7,16,2.81
10055,2010,7,17,5.33
10056,2010,7,18,0
10057,2010,7,19,0
10058,2010,7,20,0
10059,2010,7,21,0
10060,2010,7,22,0
10061,2010,7,23,0
10062,2010,7,24,1.65
10063,2010,7,25,28.46
10064,2010,7,26,26.19
10065,2010,7,27,2.03
10066,2010,7,28,0
10067,2010,7,29,0
