,season_week,week_start_date,denv1_cases,denv2_cases,denv3_cases,denv4_cases,other_positive_cases,additional_cases,total_cases,year,month,day,TMAX,TMIN,TAVG,TDTR,PRCP,precipitation_amount,Reanalysis_Year,Reanalysis_Month,Reanalysis_Day,Reanalysis_ air_temperature,Reanalysis_ dew_point_temperature,Reanalysis_relative_humidity,Reanalysis_ specific_humidity,Reanalysis_ minimum_air_temperature,Reanalysis_ maximum_air_temperature,Reanalysis_precipitation_amount,Reanalysis_TDTR,Reanalysis_TAVG,week_number, Week,ndvi_se, ndvi_sw,ndvi_ne,ndvi_nw
742,15,2004-08-05,0,5,1,0,14,0,20,2004,8,5,33.3,26.1,29.7,7.2,0.8,10.45,2004,8,5,301,296.9,78.52,18.37,299.6,302.8,2.8,3.1999999999999886,301.20000000000005,32,32.0, 1.741000e-01, 5.800000e-03, 1.838143e-01, 3.270000e-02
743,16,2004-08-12,0,1,1,0,12,0,14,2004,8,12,32.2,25.6,28.9,6.6,0.3,0,2004,8,12,300.99,296.62,77.28,18.03,299.6,302.5,3.5,2.8999999999999773,301.05,33,33.0, 1.253000e-01, 3.740000e-02, 1.774143e-01, 1.084000e-01
744,17,2004-08-19,0,4,2,0,8,0,14,2004,8,19,32.2,25.0,28.6,7.2,7.4,5.54,2004,8,19,301.12,296.88,77.8,18.33,300,302.2,2.5,2.1999999999999886,301.1,34,34.0, 1.816000e-01, -1.640000e-02, 1.706000e-01, -2.187500e-02
745,18,2004-08-26,0,3,2,0,2,0,7,2004,8,26,32.8,25.0,28.9,7.8,2.3,19.07,2004,8,26,301.16,296.28,74.9,17.69,300.1,302.5,1.4,2.3999999999999773,301.3,35,35.0, 1.006571e-01, 9.960000e-02, 1.094286e-01, 6.330000e-02
746,19,2004-09-02,0,3,1,0,8,2,14,2004,9,2,32.8,25.6,29.2,7.2,0.0,0,2004,9,2,301.31,297.45,79.65,19.04,299.9,302.6,2.3,2.7000000000000455,301.25,36,36.0, 1.631286e-01, 4.140000e-02, 1.992000e-01, 4.980000e-02
747,20,2004-09-09,0,2,1,0,7,0,10,2004,9,9,32.2,25.0,28.6,7.2,0.0,7.88,2004,9,9,301.44,297,77.1,18.59,300.6,302.4,0.5,1.7999999999999545,301.5,37,37.0, 1.059143e-01, 1.076000e-01, 9.598571e-02, 7.492500e-02
748,21,2004-09-16,0,1,2,0,6,4,13,2004,9,16,26.7,23.3,25.0,3.4,44.2,77.4,2004,9,16,298.72,297.02,90.5,18.6,298,299.9,67,1.8999999999999773,298.95,38,38.0, 9.487143e-02, 4.015000e-02, 1.394429e-01, NaN
749,22,2004-09-23,0,4,2,0,18,3,27,2004,9,23,33.9,25.0,29.5,8.9,0.0,1.89,2004,9,23,300.82,296.05,75.47,17.48,299.1,303.4,0,4.2999999999999545,301.25,39,39.0, 2.252571e-01, NaN, 2.332000e-01, -6.745000e-02
750,23,2004-09-30,0,2,1,0,9,1,13,2004,9,30,31.7,25.0,28.4,6.7,4.6,20.18,2004,9,30,301.02,296.88,78.22,18.39,299.9,302.5,1.9,2.6000000000000227,301.2,40,40.0, 2.435800e-01, 3.347500e-02, 1.786333e-01, 7.625000e-03
751,24,2004-10-07,0,5,2,0,10,1,18,2004,10,7,30.6,23.9,27.2,6.7,21.6,24.64,2004,10,7,300.09,297.08,83.73,18.64,299.1,301,8.7,1.8999999999999773,300.05,41,41.0, 9.047143e-02, -1.680000e-02, 5.836667e-02, 2.526667e-02
752,25,2004-10-14,0,2,3,0,10,1,16,2004,10,14,31.1,25.0,28.0,6.1,9.7,0,2004,10,14,300.27,296.51,79.88,18,299.4,301.7,2,2.3000000000000114,300.54999999999995,42,42.0, 2.360286e-01, NaN, 2.138714e-01, 9.375000e-02
753,26,2004-10-21,0,4,1,0,8,3,16,2004,10,21,28.3,23.9,26.1,4.4,1.5,37.2,2004,10,21,300.02,296.75,82.35,18.28,299.4,301.2,4.4,1.8000000000000114,300.29999999999995,43,43.0, 8.211667e-02, 9.690000e-02, 7.970000e-02, 7.463333e-02
754,27,2004-10-28,0,4,3,0,13,0,20,2004,10,28,30.6,23.9,27.2,6.7,0.0,0,2004,10,28,299.83,294.81,73.95,16.2,298.7,301.5,0,2.8000000000000114,300.1,44,44.0, 9.600000e-02, 8.020000e-02, 1.182286e-01, 8.800000e-02
755,28,2004-11-04,0,3,2,0,11,1,17,2004,11,4,30.0,23.9,27.0,6.1,0.0,0,2004,11,4,299.74,294.65,73.62,16.05,298.8,300.6,0.2,1.8000000000000114,299.70000000000005,45,45.0, 2.450500e-01, 1.337000e-01, 1.911143e-01, 1.288000e-01
756,29,2004-11-11,0,1,1,0,2,0,4,2004,11,11,28.9,23.9,26.4,5.0,14.2,13.3,2004,11,11,298.26,294.83,81.4,16.26,297.1,299.5,15.2,2.3999999999999773,298.3,46,46.0, 3.900000e-02, 1.990000e-02, 6.477143e-02, -1.350000e-03
757,30,2004-11-18,0,3,0,0,11,1,15,2004,11,18,28.9,23.9,26.4,5.0,0.8,5.12,2004,11,18,298.53,291.11,63.38,12.82,297.4,299.4,0,2,298.4,47,47.0, 2.224857e-01, 3.274000e-01, 1.364714e-01, -6.400000e-03
758,31,2004-11-25,0,1,0,0,6,1,8,2004,11,25,28.9,24.4,26.6,4.5,1.3,0,2004,11,25,299.06,294.92,78.02,16.28,298.1,300.3,0.7,2.1999999999999886,299.20000000000005,48,48.0, 1.951571e-01, 4.350000e-02, 2.427714e-01, -6.070000e-02
759,32,2004-12-02,0,1,0,0,5,0,6,2004,12,2,28.3,20.6,24.5,7.7,0.0,0,2004,12,2,297.67,292.73,73.98,14.23,296.1,299.7,0,3.599999999999966,297.9,49,49.0, 2.108714e-01, -1.613000e-01, 2.731429e-01, -8.855000e-02
760,33,2004-12-09,0,1,1,0,10,0,12,2004,12,9,28.9,23.3,26.1,5.6,0.3,0,2004,12,9,298.85,294.98,79.15,16.28,297.7,300.2,3.1,2.5,298.95,50,50.0, 2.083167e-01, -3.900000e-03, 1.796500e-01, -2.620000e-02
761,34,2004-12-16,0,2,1,0,12,0,15,2004,12,16,29.4,23.3,26.3,6.1,27.4,57.62,2004,12,16,298.43,296.21,87.62,17.65,297.3,299.3,4.5,2,298.3,51,51.0, 1.828167e-01, -1.516500e-01, 1.342571e-01, -2.140000e-02
762,35,2004-12-23,0,3,1,0,7,0,11,2004,12,23,28.3,21.7,25.0,6.6,1.3,0,2004,12,23,298.65,294.4,77.3,15.77,298,299.5,0.4,1.5,298.75,52,52.0, 1.994857e-01, -1.261000e-01, 1.403500e-01, -6.296667e-02
763,36,2005-01-01,0,2,2,0,5,1,10,2005,1,1,26.1,22.8,24.5,3.3,6.9,0,2005,1,1,297.06,293.88,82.55,15.23,296.1,298,9.3,1.8999999999999773,297.05,53,,,,,
764,37,2005-01-08,0,5,0,0,8,2,15,2005,1,8,27.2,22.2,24.7,5.0,17.0,0,2005,1,8,297.74,294,79.78,15.34,296.8,298.6,4.3,1.8000000000000114,297.70000000000005,1,1.0, 1.246571e-01, 7.900000e-03, 1.004429e-01, -4.963333e-02
765,38,2005-01-15,0,2,2,0,12,1,17,2005,1,15,28.3,22.8,25.5,5.5,4.1,0,2005,1,15,297.64,293.96,79.9,15.3,297.1,298.6,4.96,1.5,297.85,2,2.0, 1.335429e-01, 2.435000e-02, 1.272429e-01, -1.927500e-02
766,39,2005-01-22,0,3,1,0,2,1,7,2005,1,22,26.1,17.8,22.0,8.3,0.0,0,2005,1,22,296.17,290.19,69.15,12.08,295.3,297.3,0,2,296.3,3,3.0, 2.029000e-01, -1.118333e-01, 2.233571e-01, -7.645000e-02
767,40,2005-01-29,0,2,1,0,4,0,7,2005,1,29,26.1,21.1,23.6,5.0,1.0,0,2005,1,29,296.61,291.31,72.2,13,295.8,297.8,0.2,2,296.8,4,4.0, 1.743000e-01, -4.790000e-02, 1.456429e-01, 4.310000e-02
768,41,2005-02-05,0,2,0,0,6,0,8,2005,2,5,26.7,19.4,23.0,7.3,0.0,0,2005,2,5,296.33,290.63,70.57,12.47,293.3,299.5,0,6.199999999999989,296.4,5,5.0, 2.056000e-01, 4.420000e-02, 1.781429e-01, -7.580000e-02
769,42,2005-02-12,0,3,1,0,5,0,9,2005,2,12,26.7,19.4,23.0,7.3,0.0,0,2005,2,12,296.54,291.11,71.65,12.83,294.7,298.1,0,3.400000000000034,296.4,6,6.0, 2.976571e-01, -8.175000e-02, 3.102571e-01, -3.735000e-02
770,43,2005-02-19,0,1,0,0,10,1,12,2005,2,19,27.2,21.7,24.5,5.5,0.0,0,2005,2,19,296.83,291.26,71.07,12.93,296.2,297.7,0,1.5,296.95,7,7.0, 1.756571e-01, NaN, 1.842857e-01, 9.300000e-02
771,44,2005-02-26,0,2,0,0,9,1,12,2005,2,26,30.6,21.7,26.2,8.9,0.0,0,2005,2,26,298.01,295.47,86.05,16.81,296.2,300,0.6,3.8000000000000114,298.1,8,8.0, 1.908714e-01, 1.083000e-01, 1.969714e-01, -4.855000e-02
772,45,2005-03-05,0,1,0,0,4,0,5,2005,3,5,30.0,21.7,25.9,8.3,0.0,3.93,2005,3,5,298.32,292.98,72.25,14.44,295.5,301,0,5.5,298.25,9,9.0, 1.607000e-01, -1.036667e-01, 1.097667e-01, -4.113333e-02
773,46,2005-03-12,0,1,1,0,2,0,4,2005,3,12,30.6,21.1,25.9,9.5,0.0,0,2005,3,12,298.69,293.1,71.32,14.55,295.8,301.3,0,5.5,298.55,10,10.0, 2.434571e-01, NaN, 2.521571e-01, 7.810000e-02
774,47,2005-03-19,0,1,0,0,8,2,11,2005,3,19,30.6,22.2,26.4,8.4,0.0,0,2005,3,19,298.35,292.95,72.1,14.4,295.6,300.9,0,5.2999999999999545,298.25,11,11.0, 1.937429e-01, 6.440000e-02, 2.441714e-01, 1.095000e-02
775,48,2005-03-26,0,1,0,0,3,0,4,2005,3,26,31.7,22.2,27.0,9.5,0.0,0,2005,3,26,298.89,293.98,74.32,15.33,297.3,300.7,0,3.3999999999999773,299,12,12.0, 1.609286e-01, -4.400000e-02, 2.079714e-01, -7.530000e-02
776,49,2005-04-02,0,1,0,0,3,1,5,2005,4,2,33.3,24.4,28.8,8.9,0.0,0,2005,4,2,299.43,295.28,78.5,16.69,297.9,301.5,0.5,3.6000000000000227,299.7,13,13.0, 1.752000e-01, NaN, 1.482286e-01, -9.870000e-02
777,50,2005-04-09,0,3,0,0,4,0,7,2005,4,9,32.2,22.8,27.5,9.4,0.0,17.02,2005,4,9,299.74,294.9,74.93,16.26,297.8,301.9,0,4.099999999999966,299.85,14,14.0, 1.233167e-01, 4.500000e-03, 1.557833e-01, -4.800000e-04
778,51,2005-04-16,0,0,0,0,1,0,1,2005,4,16,33.9,25.0,29.5,8.9,0.0,0,2005,4,16,300.62,295.77,75.03,17.16,298.7,302.7,0,4,300.7,15,15.0, 1.525833e-01, -1.235000e-01, 1.210857e-01, -1.235000e-01
779,52,2005-04-23,0,1,0,0,0,0,1,2005,4,23,32.2,22.8,27.5,9.4,2.0,91.76,2005,4,23,298.42,295.43,83.82,16.86,296.4,301.1,58.6,4.7000000000000455,298.75,16,16.0, 9.328333e-02, 1.683333e-02, 1.092167e-01, 5.433333e-03
780,1,2005-04-30,0,2,0,0,2,0,4,2005,4,30,29.4,23.3,26.3,6.1,37.3,0,2005,4,30,299.4,295.22,78,16.61,298.3,300.4,2.8,2.099999999999966,299.35,17,17.0, 1.012333e-01, -9.295000e-02, 1.060000e-01, NaN
781,2,2005-05-07,0,0,0,0,1,1,2,2005,5,7,30.6,24.4,27.5,6.2,2.5,14.16,2005,5,7,300.46,296.42,78.47,17.84,299.4,301.7,3,2.3000000000000114,300.54999999999995,18,18.0, 2.218000e-01, -1.362000e-01, 2.113714e-01, -2.498000e-01
782,3,2005-05-14,0,3,0,0,2,1,6,2005,5,14,27.8,23.9,25.8,3.9,23.1,13.87,2005,5,14,298.5,296.2,87.18,17.68,297.5,299.3,30.1,1.8000000000000114,298.4,19,19.0, 1.302667e-01, 6.313333e-02, 9.501667e-02, 8.227500e-02
783,4,2005-05-21,0,0,0,0,3,0,3,2005,5,21,35.0,26.1,30.5,8.9,0.0,3.12,2005,5,21,300.81,297,80.05,18.58,299.1,303,3.6,3.8999999999999773,301.05,20,20.0, 7.107143e-02, NaN, 4.847143e-02, 4.810000e-02
784,5,2005-05-28,0,1,0,0,3,0,4,2005,5,28,31.7,25.6,28.7,6.1,5.1,6.8,2005,5,28,301.37,298.27,83.5,19.98,300,302.6,3.94,2.6000000000000227,301.3,21,21.0, 9.660000e-02, 4.760000e-02, 8.731429e-02, 6.735000e-02
785,6,2005-06-04,0,3,1,0,6,0,10,2005,6,4,31.7,25.6,28.7,6.1,0.0,1.96,2005,6,4,301.05,296.17,74.75,17.58,299.4,302.4,0,3,300.9,22,22.0, 1.778000e-01, -1.430000e-02, 1.467571e-01, -4.475000e-03
786,7,2005-06-11,0,3,0,0,9,0,12,2005,6,11,30.0,23.9,27.0,6.1,14.2,36.49,2005,6,11,299.81,296.53,82.1,17.98,298.5,301.4,3,2.8999999999999773,299.95,23,23.0, 1.881857e-01, 6.060000e-02, 1.763000e-01, 9.883333e-02
787,8,2005-06-18,0,6,1,0,13,1,21,2005,6,18,34.4,26.1,30.2,8.3,0.0,0,2005,6,18,301.93,297.38,76.88,18.95,300,304,0.3,4,302,24,24.0, 1.211143e-01, 4.490000e-02, 1.242143e-01, 1.177000e-01
788,9,2005-06-25,0,8,0,0,15,3,26,2005,6,25,32.2,25.0,28.6,7.2,19.1,0,2005,6,25,300.99,297.53,81.47,19.1,299.5,302.2,3.6,2.6999999999999886,300.85,25,25.0, 2.097429e-01, NaN, 2.099286e-01, 6.340000e-02
789,10,2005-07-02,0,6,1,0,13,1,21,2005,7,2,32.2,25.6,28.9,6.6,0.0,0,2005,7,2,301.36,296.83,76.55,18.27,299.2,303.2,0,4,301.2,26,26.0, 9.012857e-02, 8.920000e-02, 9.425714e-02, 7.075000e-02
790,11,2005-07-09,0,6,0,0,21,3,30,2005,7,9,32.2,25.6,28.9,6.6,6.4,2.5,2005,7,9,300.52,296.92,80.88,18.41,299.2,302.2,6.88,3,300.7,27,27.0, 1.717857e-01, 8.540000e-02, 2.381000e-01, 2.466750e-01
791,12,2005-07-16,0,5,0,0,37,3,45,2005,7,16,31.7,25.0,28.4,6.7,0.5,0,2005,7,16,300.95,297.15,79.85,18.66,300,301.9,2.8,1.8999999999999773,300.95,28,28.0, 1.122571e-01, 5.140000e-02, 1.370143e-01, 5.162500e-02
792,13,2005-07-23,0,5,1,0,45,5,56,2005,7,23,32.2,26.7,29.5,5.5,0.0,2.55,2005,7,23,300.75,297.83,83.85,19.33,299.6,302.3,4.4,2.6999999999999886,300.95000000000005,29,29.0, 2.358286e-01, -6.650000e-02, 2.333429e-01, -2.100000e-02
793,14,2005-07-30,0,9,2,0,60,4,75,2005,7,30,33.3,26.1,29.7,7.2,0.3,30.25,2005,7,30,300.77,297.42,82.18,18.97,299.3,302.9,13.8,3.599999999999966,301.1,30,30.0, 2.564429e-01, -1.087000e-01, 2.153714e-01, -9.450000e-03
794,15,2005-08-06,0,20,1,0,58,4,83,2005,8,6,32.2,26.1,29.2,6.1,9.1,4.17,2005,8,6,300.8,297.4,81.92,18.98,299.5,302.1,3.4,2.6000000000000227,300.8,31,31.0, 1.404000e-01, -6.475000e-02, 1.212000e-01, -2.670000e-02
795,16,2005-08-13,0,12,2,0,60,8,82,2005,8,13,33.3,26.7,30.0,6.6,2.8,0,2005,8,13,301.8,298.02,79.95,19.67,300.4,302.9,4.9,2.5,301.65,32,32.0, 2.691286e-01, NaN, 1.919286e-01, 2.365000e-02
796,17,2005-08-20,0,13,3,0,93,17,126,2005,8,20,30.0,22.8,26.4,7.2,2.0,18.98,2005,8,20,301.29,296.88,77.1,18.34,300,302.6,1.4,2.6000000000000227,301.3,33,33.0, 8.632857e-02, 4.790000e-02, 9.587143e-02, 6.967500e-02
797,18,2005-08-27,0,17,1,0,80,21,119,2005,8,27,32.2,25.6,28.9,6.6,0.0,11.28,2005,8,27,301.53,297.57,79.45,19.24,299.9,303.3,1.6,3.400000000000034,301.6,34,34.0, 1.057714e-01, -1.224000e-01, 1.418714e-01, 5.100000e-02
798,19,2005-09-03,0,20,7,0,92,18,137,2005,9,3,32.2,25.6,28.9,6.6,0.0,2.78,2005,9,3,301.38,296.22,73.9,17.67,298.6,304.1,0,5.5,301.35,35,35.0, 1.112200e-01, NaN, 1.085857e-01, -7.300000e-03
799,20,2005-09-10,0,30,3,0,88,10,131,2005,9,10,32.8,26.1,29.5,6.7,2.3,1.85,2005,9,10,302.13,297.97,78.35,19.63,300.6,303.5,2.7,2.8999999999999773,302.05,36,36.0, 2.050286e-01, 2.200000e-03, 2.202333e-01, -2.710000e-02
800,21,2005-09-17,0,27,2,0,71,12,112,2005,9,17,32.2,24.4,28.3,7.8,5.3,27.5,2005,9,17,301.02,296.47,76.5,17.95,298.9,303.4,1.1,4.5,301.15,37,37.0, 1.523429e-01, 7.300000e-03, 1.456286e-01, 4.900000e-03
801,22,2005-09-24,0,14,6,0,54,8,82,2005,9,24,32.2,25.6,28.9,6.6,0.0,11.03,2005,9,24,301.14,296.7,76.88,18.21,299.3,303.7,4.3,4.399999999999977,301.5,38,38.0, 1.554286e-01, 2.520000e-02, 1.780286e-01, -5.933333e-02
802,23,2005-10-01,0,15,2,0,53,3,73,2005,10,1,32.2,25.0,28.6,7.2,6.9,0,2005,10,1,301.32,297.02,77.45,18.57,299.7,302.6,7.3,2.900000000000034,301.15,39,39.0, 1.802833e-01, 1.200000e-03, 1.557333e-01, -2.986667e-02
803,24,2005-10-08,0,7,2,0,33,1,43,2005,10,8,32.2,23.3,27.8,8.9,7.6,10.05,2005,10,8,300.2,297.08,82.78,18.56,299.1,301.4,8.3,2.2999999999999545,300.25,40,40.0, 1.125571e-01, 4.880000e-02, 7.724286e-02, 3.940000e-02
804,25,2005-10-15,0,9,2,0,44,0,55,2005,10,15,31.1,26.1,28.6,5.0,1.5,5.17,2005,10,15,300.67,297.6,83.47,19.28,299.3,302.4,1.8,3.099999999999966,300.85,41,41.0, 5.515000e-02, 4.190000e-02, 4.244286e-02, 2.793333e-02
805,26,2005-10-22,0,16,4,1,32,2,55,2005,10,22,32.2,24.4,28.3,7.8,13.5,10.44,2005,10,22,299.55,297.12,86.53,18.69,298.7,300.6,40.6,1.900000000000034,299.65,42,42.0, 2.403571e-01, 2.275000e-02, 2.043429e-01, 2.780000e-02
806,27,2005-10-29,0,8,4,0,39,2,53,2005,10,29,31.1,24.4,27.8,6.7,9.7,11.65,2005,10,29,300.72,296.85,79.8,18.35,298.9,302.6,2.62,3.7000000000000455,300.75,43,43.0, 1.705571e-01, -2.997500e-02, 1.623143e-01, 5.126667e-02
807,28,2005-11-05,0,9,0,0,34,3,46,2005,11,5,30.6,23.3,27.0,7.3,1.0,0,2005,11,5,300.66,296.54,78.4,18.01,299.7,301.9,1.2,2.1999999999999886,300.79999999999995,44,44.0, 2.535143e-01, 7.596667e-02, 2.017429e-01, -6.220000e-02
808,29,2005-11-12,0,8,0,0,28,7,43,2005,11,12,30.0,24.4,27.2,5.6,3.6,2.07,2005,11,12,300.31,296.39,79.1,17.85,298.6,300.8,9.9,2.1999999999999886,299.70000000000005,45,45.0, 2.022143e-01, -1.350000e-03, 1.520714e-01, 6.455000e-02
809,30,2005-11-19,0,4,0,0,25,0,29,2005,11,19,29.4,22.2,25.8,7.2,0.0,0,2005,11,19,299.52,294.16,72.57,15.6,298,301.3,0,3.3000000000000114,299.65,46,46.0, 2.004429e-01, 5.070000e-02, 1.821714e-01, 1.740000e-02
810,31,2005-11-26,0,8,2,0,12,0,22,2005,11,26,29.4,23.3,26.3,6.1,8.1,0,2005,11,26,299.68,295.95,80.05,17.39,298.2,299.9,13.5,1.6999999999999886,299.04999999999995,47,47.0, 2.159143e-01, NaN, 1.852286e-01, 1.654000e-01
811,32,2005-12-03,0,12,1,0,11,2,26,2005,12,3,25.6,20.6,23.1,5.0,10.9,0,2005,12,3,298.02,292.73,72.38,14.21,297.4,298.9,1,1.5,298.15,48,48.0, 2.686000e-01, NaN, 2.481857e-01, 1.823000e-01
812,33,2005-12-10,0,6,0,0,7,0,13,2005,12,10,29.4,21.1,25.2,8.3,1.3,0,2005,12,10,299.53,293,67.38,14.48,298.5,300.8,0.1,2.3000000000000114,299.65,49,49.0, 1.812667e-01, -3.396667e-02, 2.068500e-01, 4.135000e-02
813,34,2005-12-17,0,10,1,0,6,0,17,2005,12,17,27.8,22.2,25.0,5.6,14.5,0,2005,12,17,298.4,294.73,80.3,16.07,297.6,299.9,6.14,2.2999999999999545,298.75,50,50.0, 1.667571e-01, -5.870000e-02, 1.695143e-01, -7.753333e-02
814,35,2005-12-24,0,3,0,0,5,0,8,2005,12,24,27.8,22.2,25.0,5.6,1.8,0,2005,12,24,299.15,294.64,76.12,15.97,297.8,300.4,0.4,2.599999999999966,299.1,51,51.0, 2.853429e-01, 1.077000e-01, 2.935714e-01, 5.310000e-02
815,36,2006-01-01,0,4,1,0,8,0,13,2006,1,1,27.2,21.7,24.5,5.5,2.8,0,2006,1,1,298.39,294.27,78.18,15.65,297.6,299.7,3.87,2.099999999999966,298.65,52,52.0, 1.835000e-01, -1.062000e-01, 1.697667e-01, -1.376000e-01
816,37,2006-01-08,0,3,0,0,7,0,10,2006,1,8,27.8,20.6,24.2,7.2,0.0,9.77,2006,1,8,298.57,293.27,72.6,14.7,297.7,299.9,0.1,2.1999999999999886,298.79999999999995,1,1.0, 1.100714e-01, -8.233333e-03, 9.948571e-02, -4.533333e-02
817,38,2006-01-15,0,8,0,0,8,1,17,2006,1,15,30.6,20.6,25.6,10.0,68.3,33.57,2006,1,15,299.02,295.25,79.72,16.64,297.5,300.9,10.1,3.3999999999999773,299.2,2,2.0, 2.592714e-01, -4.245000e-02, 2.393143e-01, 4.550000e-03
818,39,2006-01-22,0,11,2,0,6,0,19,2006,1,22,26.1,22.2,24.2,3.9,11.4,0,2006,1,22,298.02,294.01,78.4,15.33,297.2,298.6,4.3,1.400000000000034,297.9,3,3.0, 1.015143e-01, -1.942333e-01, 1.011143e-01, -1.117400e-01
819,40,2006-01-29,0,4,1,0,4,0,9,2006,1,29,25.0,20.6,22.8,4.4,2.5,0,2006,1,29,296.33,291.03,71.97,12.7,295.5,297,0.59,1.5,296.25,4,4.0, 1.000167e-01, 9.000000e-03, 1.076833e-01, -4.580000e-02
820,41,2006-02-05,0,3,1,0,4,1,9,2006,2,5,28.3,22.2,25.2,6.1,0.0,0,2006,2,5,298.21,293.95,77.55,15.35,297,300.1,1.1,3.1000000000000227,298.55,5,5.0, 1.681333e-01, 4.430000e-02, 1.399571e-01, -5.000000e-03
821,42,2006-02-12,0,4,1,0,4,0,9,2006,2,12,28.9,21.7,25.3,7.2,0.0,0,2006,2,12,298.6,293.9,75.4,15.27,297.5,300.1,0,2.6000000000000227,298.8,6,6.0, 2.661000e-01, -3.084000e-01, 2.104571e-01, -1.369000e-01
822,43,2006-02-19,0,2,1,0,0,0,3,2006,2,19,27.8,21.1,24.5,6.7,0.0,0,2006,2,19,297.9,292.14,70.3,13.66,297.1,299.4,0,2.2999999999999545,298.25,7,7.0, 1.900714e-01, 3.255000e-01, 2.061857e-01, -2.752000e-02
823,44,2006-02-26,0,6,0,0,0,1,7,2006,2,26,30.6,21.1,25.9,9.5,0.0,0,2006,2,26,298.18,291.36,65.85,13.01,297,300.3,0,3.3000000000000114,298.65,8,8.0, 2.396714e-01, -1.032000e-01, 2.859714e-01, 1.611000e-01
824,45,2006-03-05,0,2,2,0,3,0,7,2006,3,5,28.3,22.2,25.2,6.1,0.0,0,2006,3,5,297.53,293.17,76.8,14.58,295.4,299.8,2.5,4.400000000000034,297.6,9,9.0, 1.606800e-01, -1.673400e-01, 2.190667e-01, -1.058250e-01
825,46,2006-03-12,0,0,0,0,0,0,0,2006,3,12,28.9,22.2,25.5,6.7,0.3,0,2006,3,12,297.8,292.62,73.1,14.12,296.8,298.9,0,2.099999999999966,297.85,10,10.0, 1.773000e-01, -1.313333e-02, 1.503000e-01, 1.827500e-02
826,47,2006-03-19,0,0,0,0,1,1,2,2006,3,19,28.9,23.3,26.1,5.6,0.0,10.92,2006,3,19,298.31,293.35,74.12,14.78,296.9,300.2,0,3.3000000000000114,298.54999999999995,11,11.0, 1.671000e-01, 1.090000e-02, 1.572143e-01, -1.436000e-02
827,48,2006-03-26,0,1,1,0,1,0,3,2006,3,26,32.8,23.3,28.0,9.5,0.0,0,2006,3,26,299.05,293.58,72,14.98,296.9,301.3,0,4.400000000000034,299.1,12,12.0, 1.246429e-01, NaN, 1.394000e-01, -1.042500e-01
828,49,2006-04-02,0,2,0,0,1,0,3,2006,4,2,27.8,21.1,24.5,6.7,10.4,3.2,2006,4,2,297.48,294.3,82.78,15.7,296.2,299.4,6.3,3.1999999999999886,297.79999999999995,13,13.0, 9.765000e-02, NaN, 8.703333e-02, 4.710000e-02
829,50,2006-04-09,0,0,1,0,0,0,1,2006,4,9,28.9,22.8,25.8,6.1,0.0,0,2006,4,9,298.67,293.5,73.2,14.93,297.6,300.2,0,2.599999999999966,298.9,14,14.0, 8.821429e-02, 4.550000e-02, 9.590000e-02, 7.005000e-02
830,51,2006-04-16,0,1,0,0,2,0,3,2006,4,16,28.9,24.4,26.6,4.5,0.0,0,2006,4,16,298.29,294.4,79.17,15.78,297,299.7,1.2,2.6999999999999886,298.35,15,15.0, 1.163167e-01, 1.650000e-02, 1.032857e-01, 1.794000e-02
831,52,2006-04-23,0,2,0,0,1,0,3,2006,4,23,28.9,23.9,26.4,5.0,8.4,6.18,2006,4,23,298.57,294.88,80.18,16.21,297.2,300.4,4.8,3.1999999999999886,298.79999999999995,16,16.0, 1.578167e-01, -1.200000e-02, 1.299714e-01, -1.001000e-01
832,1,2006-04-30,0,2,0,0,1,0,3,2006,4,30,31.1,22.2,26.7,8.9,57.4,12.09,2006,4,30,298.56,294.17,76.82,15.63,296.6,302.2,12.6,5.599999999999966,299.4,17,17.0, 1.158857e-01, 3.510000e-02, 8.678571e-02, 3.510000e-02
833,2,2006-05-07,0,2,0,0,4,1,7,2006,5,7,28.9,23.3,26.1,5.6,0.0,1.97,2006,5,7,298.08,292.7,72,14.17,297.1,299.6,0.4,2.5,298.35,18,18.0, 1.209000e-01, 1.440000e-02, 9.565714e-02, 4.355000e-02
834,3,2006-05-14,0,1,0,0,2,0,3,2006,5,14,31.1,24.4,27.8,6.7,0.0,10,2006,5,14,298.82,296.77,88.35,18.2,297.9,299.5,35.6,1.6000000000000227,298.7,19,19.0, 7.054286e-02, NaN, 8.275714e-02, 5.340000e-02
835,4,2006-05-21,0,1,0,0,3,1,5,2006,5,21,31.7,25.6,28.7,6.1,0.0,0,2006,5,21,300.24,295.7,76.5,17.08,299,302,0.41,3,300.5,20,20.0, 2.060857e-01, 8.020000e-02, 1.872143e-01, 4.546667e-02
836,5,2006-05-28,0,3,2,0,5,1,11,2006,5,28,31.1,24.4,27.8,6.7,22.1,33.5,2006,5,28,300.27,296.6,80.32,18.02,299.1,301.9,3.4,2.7999999999999545,300.5,21,21.0, 2.400833e-01, NaN, 2.095714e-01, -1.001333e-01
837,6,2006-06-04,0,1,0,0,4,0,5,2006,6,4,32.2,24.4,28.3,7.8,0.3,6.35,2006,6,4,300.64,296.57,78.72,18.06,299,302.2,3.8,3.1999999999999886,300.6,22,22.0, 1.129667e-01, 5.820000e-02, 1.009571e-01, 3.352500e-02
